id,descFeedback,rate,product_id,user_id
899,Very good quality.,3,2135,8
900,Excellent product!,5,4347,8
901,Not bad.,3,579,8
902,Very good quality.,5,1418,8
903,Did not like it.,4,1026,8
904,Very good quality.,5,3468,8
905,Will buy again!,4,5202,8
906,Very good quality.,1,2846,8
907,Did not like it.,3,1109,8
908,Not bad.,3,5725,8
909,Did not like it.,4,1867,8
910,Very good quality.,3,697,8
911,Not bad.,5,6576,8
912,Excellent product!,2,2629,8
913,Not bad.,2,5970,8
914,Not bad.,5,2106,8
915,Not bad.,3,2708,8
916,Could be better.,3,23,8
917,Did not like it.,5,164,8
918,Could be better.,5,6549,8
919,Did not like it.,2,3697,8
920,Could be better.,2,5841,8
921,Could be better.,5,1621,8
922,Not bad.,3,5465,8
923,Will buy again!,5,1010,8
924,Excellent product!,1,6723,8
925,Did not like it.,2,6752,8
926,Could be better.,2,2730,8
927,Will buy again!,1,4583,8
928,Will buy again!,4,1091,8
929,Very good quality.,2,5226,8
930,Did not like it.,2,3535,8
931,Very good quality.,4,381,8
932,Could be better.,4,2019,8
933,Could be better.,1,2470,8
934,Not bad.,3,3364,8
935,Did not like it.,1,4866,8
936,Did not like it.,3,66,8
937,Very good quality.,4,3523,8
938,Will buy again!,3,231,8
939,Excellent product!,3,2345,8
940,Could be better.,5,4523,8
941,Could be better.,1,4326,8
942,Not bad.,3,1986,8
943,Excellent product!,2,343,8
944,Excellent product!,2,1162,8
945,Could be better.,4,649,8
946,Will buy again!,5,5100,8
947,Very good quality.,5,6000,8
948,Will buy again!,2,6485,8
949,Very good quality.,5,5992,8
950,Could be better.,4,3061,8
951,Very good quality.,1,6445,8
952,Did not like it.,2,1089,8
953,Did not like it.,3,74,8
954,Very good quality.,2,3435,8
955,Not bad.,2,5117,8
956,Not bad.,5,1743,8
957,Did not like it.,4,182,8
958,Could be better.,4,1925,8
959,Very good quality.,3,5293,8
960,Very good quality.,2,4524,8
961,Very good quality.,4,3595,8
962,Not bad.,2,1428,8
963,Did not like it.,4,664,8
964,Very good quality.,3,2763,8
965,Could be better.,5,1472,8
966,Could be better.,2,797,8
967,Very good quality.,3,5509,8
968,Will buy again!,2,2979,8
969,Not bad.,3,6205,8
970,Could be better.,2,4292,8
971,Excellent product!,3,5619,8
972,Will buy again!,2,5930,8
973,Not bad.,3,2857,8
974,Could be better.,5,4729,8
975,Could be better.,4,3596,8
976,Very good quality.,5,1451,8
977,Will buy again!,3,1132,8
978,Could be better.,3,5150,8
979,Will buy again!,2,3771,8
980,Not bad.,1,1406,8
981,Excellent product!,4,5842,8
982,Very good quality.,1,3085,8
983,Not bad.,3,6536,8
984,Very good quality.,4,4909,8
985,Excellent product!,3,2575,8
986,Could be better.,5,2709,8
987,Not bad.,5,5539,8
988,Did not like it.,2,1198,8
989,Could be better.,1,611,8
990,Very good quality.,4,4711,8
991,Not bad.,5,1778,8
992,Did not like it.,1,5692,8
993,Will buy again!,2,1690,8
994,Not bad.,5,5354,8
995,Very good quality.,4,5644,8
996,Could be better.,1,1123,8
997,Very good quality.,3,2905,8
998,Not bad.,3,4757,8
999,Will buy again!,2,6557,8
1000,Not bad.,2,2075,8
1001,Did not like it.,2,4350,8
1002,Not bad.,2,6184,8
1003,Excellent product!,4,4099,8
1004,Will buy again!,2,5587,8
1005,Could be better.,1,4274,8
1006,Will buy again!,4,1149,8
1007,Not bad.,4,1871,8
1008,Excellent product!,3,5701,8
1009,Could be better.,2,937,8
1010,Did not like it.,1,6220,8
1011,Did not like it.,5,399,8
1012,Will buy again!,2,6741,8
1013,Not bad.,3,1473,8
1014,Not bad.,4,593,8
1015,Could be better.,3,2696,8
1016,Very good quality.,2,805,8
1017,Could be better.,3,984,8
1018,Will buy again!,4,3993,8
1019,Excellent product!,2,3918,8
1020,Could be better.,5,6091,8
1021,Could be better.,2,3677,8
1022,Could be better.,4,6770,8
1023,Could be better.,4,2509,8
1024,Very good quality.,2,2213,8
1025,Could be better.,1,4639,8
1026,Did not like it.,4,4368,8
1027,Excellent product!,3,4673,8
1028,Did not like it.,5,4814,8
1029,Not bad.,2,3584,8
1030,Very good quality.,5,357,8
1031,Could be better.,1,6729,8
1032,Not bad.,1,3151,8
1033,Excellent product!,1,5821,8
1034,Did not like it.,3,4138,8
1035,Could be better.,5,5984,8
1036,Will buy again!,1,1265,8
1037,Not bad.,5,4800,8
1038,Will buy again!,1,831,8
1039,Could be better.,4,6300,8
1040,Not bad.,1,34,8
1041,Not bad.,3,4620,8
1042,Will buy again!,4,2961,9
1043,Very good quality.,2,5652,9
1044,Did not like it.,2,2924,9
1045,Very good quality.,5,3199,9
1046,Could be better.,3,228,9
1047,Could be better.,4,4465,9
1048,Did not like it.,1,6699,9
1049,Very good quality.,3,5746,9
1050,Will buy again!,2,4367,9
1051,Did not like it.,2,3980,9
1052,Excellent product!,1,5778,9
1053,Could be better.,1,1510,9
1054,Did not like it.,3,410,9
1055,Will buy again!,1,1320,9
1056,Not bad.,2,5954,9
1057,Very good quality.,4,5056,9
1058,Did not like it.,2,2959,9
1059,Excellent product!,1,6775,9
1060,Will buy again!,2,4268,9
1061,Not bad.,1,4302,9
1062,Not bad.,4,5347,9
1063,Did not like it.,4,2510,9
1064,Very good quality.,1,1201,9
1065,Did not like it.,5,2032,9
1066,Could be better.,5,5173,9
1067,Could be better.,3,3055,9
1068,Did not like it.,5,4684,9
1069,Very good quality.,2,42,9
1070,Did not like it.,3,4979,9
1071,Will buy again!,1,5878,9
1072,Excellent product!,2,3879,9
1073,Did not like it.,1,1215,9
1074,Very good quality.,3,2913,9
1075,Excellent product!,3,6862,9
1076,Could be better.,5,5780,9
1077,Could be better.,2,6269,9
1078,Not bad.,5,3864,9
1079,Could be better.,4,3585,9
1080,Excellent product!,4,4829,9
1081,Did not like it.,2,3427,9
1082,Not bad.,4,4360,9
1083,Not bad.,5,5910,9
1084,Excellent product!,4,2437,9
1085,Not bad.,1,5414,9
1086,Very good quality.,3,4652,9
1087,Will buy again!,1,3618,9
1088,Could be better.,3,1381,9
1089,Excellent product!,1,2048,9
1090,Will buy again!,4,6368,9
1091,Could be better.,1,3338,9
1092,Very good quality.,1,4741,9
1093,Not bad.,5,763,9
1094,Will buy again!,2,1373,9
1095,Very good quality.,4,3818,9
1096,Will buy again!,1,39,9
1097,Excellent product!,4,2148,9
1098,Excellent product!,4,3494,9
1099,Very good quality.,2,6264,9
1100,Did not like it.,5,514,9
1101,Excellent product!,3,5346,9
1102,Very good quality.,5,1877,9
1103,Did not like it.,1,3838,9
1104,Will buy again!,5,6669,9
1105,Very good quality.,3,2039,9
1106,Will buy again!,3,2408,9
1107,Did not like it.,2,4300,9
1108,Excellent product!,4,6742,9
1109,Very good quality.,4,2571,9
1110,Could be better.,3,3695,9
1111,Will buy again!,5,5769,9
1112,Could be better.,4,6024,9
1113,Very good quality.,5,421,9
1114,Excellent product!,1,4405,9
1115,Will buy again!,3,4570,9
1116,Very good quality.,3,4666,9
1117,Excellent product!,5,5571,9
1118,Not bad.,5,3166,9
1119,Excellent product!,1,2081,9
1120,Not bad.,2,3905,9
1121,Could be better.,5,1403,9
1122,Not bad.,4,4574,9
1123,Could be better.,4,1378,9
1124,Will buy again!,3,506,9
1125,Very good quality.,1,1008,9
1126,Excellent product!,2,2651,9
1127,Not bad.,1,29,9
1128,Not bad.,1,556,9
1129,Did not like it.,3,4484,9
1130,Excellent product!,3,2380,9
1131,Could be better.,4,1065,9
1132,Excellent product!,2,1719,9
1133,Excellent product!,1,6204,9
1134,Not bad.,3,3260,9
1135,Excellent product!,4,4902,9
1136,Could be better.,3,2000,9
1137,Did not like it.,2,5617,9
1138,Very good quality.,1,3445,9
1139,Very good quality.,3,1658,9
1140,Very good quality.,4,91,9
1141,Will buy again!,2,3311,9
1142,Could be better.,1,1713,9
1143,Will buy again!,5,2011,9
1144,Not bad.,5,1389,9
1145,Will buy again!,4,3727,9
1146,Excellent product!,5,4329,9
1147,Could be better.,2,6879,9
1148,Not bad.,2,6007,9
1149,Not bad.,3,2445,9
1150,Will buy again!,3,230,9
1151,Will buy again!,1,4814,9
1152,Could be better.,1,6686,9
1153,Very good quality.,3,3394,9
1154,Very good quality.,1,1313,9
1155,Excellent product!,5,1741,9
1156,Not bad.,5,1276,9
1157,Will buy again!,4,1332,9
1158,Excellent product!,2,3262,9
1159,Could be better.,4,963,9
1160,Will buy again!,3,1012,9
1161,Will buy again!,2,6440,9
1162,Very good quality.,5,6566,9
1163,Very good quality.,2,1676,9
1164,Could be better.,3,5924,9
1165,Very good quality.,3,3685,9
1166,Very good quality.,3,6242,9
1167,Did not like it.,2,2600,9
1168,Did not like it.,5,989,9
1169,Could be better.,4,5676,9
1170,Could be better.,1,3701,9
1171,Could be better.,5,5196,9
1172,Excellent product!,1,2124,9
1173,Will buy again!,2,6480,9
1174,Did not like it.,4,2474,9
1175,Will buy again!,1,5844,9
1176,Did not like it.,1,5771,9
1177,Not bad.,2,219,9
1178,Excellent product!,3,3001,9
1179,Will buy again!,2,4077,9
1180,Did not like it.,1,4155,9
1181,Did not like it.,1,6590,9
1182,Did not like it.,1,350,9
1183,Very good quality.,5,2060,9
1184,Very good quality.,2,2517,9
1185,Could be better.,4,2607,9
1186,Did not like it.,5,3281,9
1187,Very good quality.,3,3708,9
1188,Could be better.,4,5626,9
1189,Did not like it.,3,6571,9
1190,Excellent product!,2,3752,9
1191,Will buy again!,5,5407,9
1192,Could be better.,3,4591,9
1193,Will buy again!,1,1206,9
1194,Not bad.,1,2087,9
1195,Excellent product!,3,341,10
1196,Excellent product!,2,6775,10
1197,Not bad.,5,1022,10
1198,Will buy again!,1,6076,10
1199,Very good quality.,1,5683,10
1200,Not bad.,4,5794,10
1201,Not bad.,4,2310,10
1202,Could be better.,4,5307,10
1203,Could be better.,2,2701,10
1204,Very good quality.,1,5631,10
1205,Excellent product!,2,2073,10
1206,Could be better.,2,3490,10
1207,Will buy again!,4,1793,10
1208,Very good quality.,2,6498,10
1209,Will buy again!,3,3017,10
1210,Will buy again!,5,2340,10
1211,Could be better.,1,1304,10
1212,Very good quality.,1,2852,10
1213,Not bad.,1,1791,10
1214,Not bad.,4,3254,10
1215,Very good quality.,4,2467,10
1216,Excellent product!,4,4218,10
1217,Will buy again!,3,4223,10
1218,Excellent product!,5,2049,10
1219,Did not like it.,2,3182,10
1220,Very good quality.,3,5696,10
1221,Very good quality.,2,4699,10
1222,Excellent product!,2,5403,10
1223,Will buy again!,2,2935,10
1224,Will buy again!,3,200,10
1225,Will buy again!,1,710,10
1226,Not bad.,5,3158,10
1227,Not bad.,3,6654,10
1228,Will buy again!,1,1579,10
1229,Not bad.,3,3689,10
1230,Excellent product!,2,2273,10
1231,Very good quality.,1,825,10
1232,Not bad.,1,573,10
1233,Excellent product!,5,2622,10
1234,Excellent product!,3,6025,10
1235,Not bad.,5,2288,10
1236,Not bad.,2,1944,10
1237,Did not like it.,4,748,10
1238,Very good quality.,2,1610,10
1239,Very good quality.,5,3975,10
1240,Did not like it.,2,1872,10
1241,Could be better.,3,3768,10
1242,Not bad.,5,4278,10
1243,Excellent product!,5,5265,10
1244,Did not like it.,1,6406,10
1245,Not bad.,2,4296,10
1246,Excellent product!,3,18,10
1247,Did not like it.,5,1112,10
1248,Could be better.,1,6972,10
1249,Did not like it.,1,4685,10
1250,Could be better.,3,2793,10
1251,Could be better.,4,726,10
1252,Will buy again!,5,1345,10
1253,Excellent product!,4,1238,10
1254,Will buy again!,4,3579,10
1255,Not bad.,3,6242,10
1256,Not bad.,3,3452,10
1257,Not bad.,1,921,10
1258,Excellent product!,5,2339,10
1259,Could be better.,1,2610,10
1260,Not bad.,1,2548,10
1261,Very good quality.,5,3303,10
1262,Could be better.,3,3075,10
1263,Not bad.,1,2205,10
1264,Did not like it.,3,1782,10
1265,Could be better.,3,2545,10
1266,Will buy again!,5,2342,10
1267,Will buy again!,2,4083,10
1268,Will buy again!,2,3040,10
1269,Not bad.,3,3760,10
1270,Could be better.,2,4831,10
1271,Could be better.,5,4790,10
1272,Did not like it.,4,2746,10
1273,Very good quality.,2,2155,10
1274,Not bad.,5,570,10
1275,Excellent product!,5,6263,10
1276,Will buy again!,1,6637,10
1277,Could be better.,3,5095,10
1278,Excellent product!,1,257,10
1279,Did not like it.,1,5991,10
1280,Very good quality.,5,5442,10
1281,Very good quality.,2,1626,10
1282,Did not like it.,4,2656,10
1283,Very good quality.,1,801,10
1284,Did not like it.,1,3992,10
1285,Did not like it.,3,5302,10
1286,Excellent product!,3,1237,10
1287,Excellent product!,1,1260,10
1288,Did not like it.,3,4818,10
1289,Very good quality.,1,1006,10
1290,Will buy again!,3,2915,10
1291,Did not like it.,1,1161,10
1292,Not bad.,4,1995,10
1293,Very good quality.,1,6062,10
1294,Will buy again!,4,1914,10
1295,Could be better.,3,3345,10
1296,Could be better.,5,3748,10
1297,Did not like it.,2,2984,10
1298,Excellent product!,4,6823,10
1299,Will buy again!,5,3329,10
1300,Could be better.,3,6857,10
1301,Excellent product!,3,3849,10
1302,Excellent product!,1,3199,10
1303,Could be better.,4,4955,10
1304,Did not like it.,2,1056,10
1305,Will buy again!,4,2989,10
1306,Could be better.,1,6842,10
1307,Very good quality.,4,5391,10
1308,Very good quality.,2,1667,10
1309,Not bad.,5,4342,10
1310,Very good quality.,1,2747,10
1311,Very good quality.,4,6475,10
1312,Could be better.,2,6326,10
1313,Excellent product!,2,5941,10
1314,Excellent product!,3,5038,10
1315,Did not like it.,2,4721,10
1316,Excellent product!,5,3268,10
1317,Will buy again!,3,6383,10
1318,Could be better.,1,4551,10
1319,Could be better.,5,1887,10
1320,Could be better.,3,1242,10
1321,Excellent product!,4,2723,10
1322,Did not like it.,4,5352,10
1323,Could be better.,4,6568,10
1324,Very good quality.,4,832,10
1325,Not bad.,2,1332,10
1326,Will buy again!,3,4006,10
1327,Excellent product!,1,6238,10
1328,Will buy again!,3,698,10
1329,Very good quality.,1,238,10
1330,Not bad.,2,1426,10
1331,Not bad.,2,4841,10
1332,Will buy again!,4,6582,10
1333,Will buy again!,3,5964,10
1334,Excellent product!,2,6628,11
1335,Did not like it.,3,809,11
1336,Will buy again!,2,5227,11
1337,Not bad.,5,5928,11
1338,Not bad.,5,5271,11
1339,Could be better.,2,451,11
1340,Did not like it.,1,6407,11
1341,Could be better.,2,6572,11
1342,Very good quality.,1,2121,11
1343,Could be better.,5,5768,11
1344,Did not like it.,3,5924,11
1345,Excellent product!,1,6130,11
1346,Very good quality.,4,1188,11
1347,Not bad.,2,4750,11
1348,Very good quality.,1,3898,11
1349,Will buy again!,2,198,11
1350,Not bad.,5,593,11
1351,Not bad.,3,1302,11
1352,Not bad.,4,3926,11
1353,Not bad.,1,1490,11
1354,Very good quality.,4,4737,11
1355,Did not like it.,3,1742,11
1356,Excellent product!,1,4380,11
1357,Excellent product!,1,4992,11
1358,Could be better.,5,5747,11
1359,Excellent product!,1,4586,11
1360,Did not like it.,2,2470,11
1361,Will buy again!,1,438,11
1362,Did not like it.,5,5795,11
1363,Did not like it.,2,6505,11
1364,Not bad.,1,4126,11
1365,Will buy again!,2,1353,11
1366,Very good quality.,5,6685,11
1367,Very good quality.,4,1428,11
1368,Did not like it.,4,6626,11
1369,Did not like it.,1,3547,11
1370,Could be better.,5,329,11
1371,Excellent product!,3,157,11
1372,Did not like it.,4,3625,11
1373,Very good quality.,5,6877,11
1374,Very good quality.,3,2749,11
1375,Excellent product!,1,257,11
1376,Could be better.,1,6469,11
1377,Not bad.,5,1379,11
1378,Will buy again!,1,5532,11
1379,Will buy again!,4,160,11
1380,Very good quality.,5,4170,11
1381,Did not like it.,3,4613,11
1382,Not bad.,3,2813,11
1383,Will buy again!,1,5974,11
1384,Not bad.,2,6131,11
1385,Excellent product!,1,3197,11
1386,Very good quality.,5,4229,11
1387,Excellent product!,2,3999,11
1388,Could be better.,3,2128,11
1389,Will buy again!,2,592,11
1390,Could be better.,2,3661,11
1391,Very good quality.,5,5527,11
1392,Very good quality.,5,5014,11
1393,Very good quality.,1,5607,11
1394,Will buy again!,1,5745,11
1395,Not bad.,2,6063,11
1396,Did not like it.,1,3939,11
1397,Excellent product!,1,6901,11
1398,Very good quality.,1,311,11
1399,Very good quality.,2,2044,11
1400,Very good quality.,5,3831,11
1401,Could be better.,1,3552,11
1402,Will buy again!,4,4872,11
1403,Could be better.,5,1390,11
1404,Very good quality.,3,6515,11
1405,Did not like it.,3,5841,11
1406,Excellent product!,1,881,11
1407,Could be better.,4,5111,11
1408,Could be better.,1,390,11
1409,Could be better.,2,2067,11
1410,Will buy again!,2,5234,11
1411,Excellent product!,2,3621,11
1412,Did not like it.,5,5210,11
1413,Will buy again!,1,2684,11
1414,Did not like it.,3,952,11
1415,Did not like it.,1,6721,11
1416,Very good quality.,2,4830,11
1417,Could be better.,2,830,11
1418,Will buy again!,4,1111,11
1419,Not bad.,3,6229,11
1420,Will buy again!,5,6951,11
1421,Did not like it.,2,4102,11
1422,Excellent product!,2,959,11
1423,Could be better.,3,1787,11
1424,Excellent product!,3,6660,11
1425,Excellent product!,2,1001,11
1426,Could be better.,4,4771,11
1427,Will buy again!,4,3726,11
1428,Did not like it.,5,4576,11
1429,Very good quality.,4,2582,11
1430,Will buy again!,5,2153,11
1431,Could be better.,1,3027,11
1432,Will buy again!,5,4372,11
1433,Did not like it.,3,4614,11
1434,Will buy again!,5,2517,11
1435,Not bad.,2,2770,11
1436,Could be better.,4,3073,11
1437,Excellent product!,3,111,11
1438,Excellent product!,4,997,11
1439,Did not like it.,1,6694,11
1440,Excellent product!,2,1609,11
1441,Excellent product!,3,5367,11
1442,Not bad.,4,1768,11
1443,Not bad.,3,1763,11
1444,Very good quality.,4,6956,11
1445,Not bad.,5,6550,11
1446,Could be better.,2,3305,11
1447,Not bad.,2,3614,11
1448,Not bad.,3,2807,11
1449,Excellent product!,4,5723,11
1450,Will buy again!,5,87,11
1451,Could be better.,2,635,11
1452,Did not like it.,4,2677,11
1453,Not bad.,5,4567,11
1454,Excellent product!,5,2278,11
1455,Could be better.,1,431,11
1456,Will buy again!,2,2487,11
1457,Could be better.,5,6562,11
1458,Excellent product!,2,5994,11
1459,Very good quality.,5,5749,11
1460,Will buy again!,2,4266,11
1461,Could be better.,5,5128,11
1462,Will buy again!,4,4523,11
1463,Could be better.,2,750,11
1464,Could be better.,1,6696,11
1465,Did not like it.,4,6153,11
1466,Could be better.,4,2696,11
1467,Not bad.,4,4888,11
1468,Could be better.,4,5387,11
1469,Did not like it.,1,3262,11
1470,Will buy again!,4,6921,11
1471,Did not like it.,4,4764,11
1472,Very good quality.,3,6891,11
1473,Could be better.,3,439,11
1474,Will buy again!,2,5420,11
1475,Did not like it.,4,6150,11
1476,Excellent product!,4,22,11
1477,Will buy again!,3,3836,11
1478,Very good quality.,2,2367,11
1479,Will buy again!,4,1594,11
1480,Will buy again!,1,2184,11
1481,Very good quality.,3,573,11
1482,Did not like it.,1,2430,11
1483,Excellent product!,5,5396,11
1484,Excellent product!,5,591,11
1485,Very good quality.,1,2448,12
1486,Excellent product!,3,6221,12
1487,Not bad.,2,3920,12
1488,Very good quality.,2,3570,12
1489,Did not like it.,4,5587,12
1490,Could be better.,1,4886,12
1491,Did not like it.,5,3577,12
1492,Not bad.,1,5521,12
1493,Very good quality.,5,1296,12
1494,Not bad.,5,3322,12
1495,Will buy again!,3,1736,12
1496,Excellent product!,2,2636,12
1497,Will buy again!,4,5925,12
1498,Very good quality.,2,3952,12
1499,Could be better.,5,6458,12
1500,Did not like it.,1,503,12
1501,Did not like it.,3,562,12
1502,Not bad.,4,6497,12
1503,Excellent product!,2,3397,12
1504,Not bad.,3,209,12
1505,Not bad.,5,6163,12
1506,Not bad.,5,5849,12
1507,Could be better.,4,2386,12
1508,Not bad.,3,475,12
1509,Excellent product!,3,3546,12
1510,Could be better.,2,4127,12
1511,Very good quality.,1,3728,12
1512,Could be better.,5,4977,12
1513,Excellent product!,2,1293,12
1514,Excellent product!,1,6755,12
1515,Very good quality.,5,5140,12
1516,Could be better.,2,6166,12
1517,Could be better.,2,723,12
1518,Not bad.,1,6561,12
1519,Could be better.,1,6036,12
1520,Not bad.,4,2609,12
1521,Will buy again!,1,3545,12
1522,Not bad.,3,3547,12
1523,Could be better.,1,5770,12
1524,Excellent product!,1,3580,12
1525,Could be better.,2,481,12
1526,Very good quality.,5,4115,12
1527,Excellent product!,4,5021,12
1528,Did not like it.,2,5107,12
1529,Will buy again!,3,5536,12
1530,Could be better.,5,6485,12
1531,Could be better.,2,617,12
1532,Did not like it.,3,5391,12
1533,Did not like it.,1,4779,12
1534,Did not like it.,2,1990,12
1535,Very good quality.,5,3005,12
1536,Did not like it.,5,890,12
1537,Could be better.,5,3709,12
1538,Did not like it.,4,3178,12
1539,Not bad.,4,725,12
1540,Excellent product!,3,6775,12
1541,Not bad.,1,5730,12
1542,Very good quality.,2,4454,12
1543,Very good quality.,2,4408,12
1544,Will buy again!,2,5581,12
1545,Not bad.,4,4949,12
1546,Excellent product!,5,4429,12
1547,Very good quality.,2,3735,12
1548,Will buy again!,3,973,12
1549,Not bad.,5,6239,12
1550,Could be better.,4,2325,12
1551,Did not like it.,5,5613,12
1552,Could be better.,3,3007,12
1553,Will buy again!,5,3844,12
1554,Could be better.,3,2618,12
1555,Will buy again!,3,1817,12
1556,Could be better.,5,6835,12
1557,Will buy again!,2,3387,12
1558,Very good quality.,3,3737,12
1559,Excellent product!,4,3366,12
1560,Very good quality.,5,1680,12
1561,Could be better.,4,3077,12
1562,Did not like it.,3,4384,12
1563,Excellent product!,3,6960,12
1564,Could be better.,2,6048,12
1565,Did not like it.,1,6301,12
1566,Could be better.,1,4423,12
1567,Not bad.,4,2460,12
1568,Very good quality.,3,399,12
1569,Could be better.,1,4847,12
1570,Did not like it.,3,1112,12
1571,Did not like it.,1,1865,12
1572,Excellent product!,3,3925,12
1573,Could be better.,1,289,12
1574,Will buy again!,5,1667,12
1575,Very good quality.,5,4114,12
1576,Could be better.,5,6855,12
1577,Could be better.,2,3386,12
1578,Will buy again!,2,4501,12
1579,Could be better.,2,3945,12
1580,Did not like it.,3,2933,12
1581,Not bad.,5,4180,12
1582,Could be better.,4,1203,12
1583,Will buy again!,4,4650,12
1584,Will buy again!,4,432,12
1585,Excellent product!,2,5416,12
1586,Did not like it.,2,3685,12
1587,Did not like it.,1,2654,12
1588,Could be better.,3,6371,12
1589,Could be better.,4,6295,12
1590,Very good quality.,5,1254,12
1591,Could be better.,4,329,12
1592,Could be better.,1,451,12
1593,Could be better.,5,1208,12
1594,Excellent product!,4,5582,12
1595,Excellent product!,3,6297,12
1596,Very good quality.,2,2565,12
1597,Could be better.,3,639,12
1598,Excellent product!,3,6936,12
1599,Excellent product!,1,6016,12
1600,Very good quality.,4,2825,12
1601,Will buy again!,4,4301,12
1602,Not bad.,5,1578,12
1603,Could be better.,4,6937,12
1604,Very good quality.,5,6359,12
1605,Will buy again!,3,6512,12
1606,Very good quality.,3,2923,12
1607,Will buy again!,2,784,12
1608,Very good quality.,1,2620,12
1609,Very good quality.,2,1827,12
1610,Excellent product!,2,4193,12
1611,Will buy again!,4,623,12
1612,Very good quality.,2,3082,12
1613,Will buy again!,1,2064,12
1614,Excellent product!,3,3907,12
1615,Not bad.,4,3083,12
1616,Excellent product!,2,6019,12
1617,Could be better.,4,4276,12
1618,Not bad.,2,3075,12
1619,Did not like it.,2,4190,12
1620,Did not like it.,1,5470,12
1621,Excellent product!,4,6133,12
1622,Excellent product!,4,5897,12
1623,Excellent product!,2,6346,12
1624,Did not like it.,1,3191,12
1625,Excellent product!,5,5801,12
1626,Did not like it.,3,2625,12
1627,Not bad.,5,2704,12
1628,Very good quality.,4,5486,12
1629,Not bad.,1,1411,12
1630,Excellent product!,2,5175,12
1631,Not bad.,4,2998,12
1632,Did not like it.,5,4777,12
1633,Very good quality.,1,261,12
1634,Excellent product!,1,4153,12
1635,Excellent product!,3,4099,12
1636,Could be better.,2,5675,12
1637,Excellent product!,1,2533,12
1638,Not bad.,5,1492,12
1639,Excellent product!,5,3404,12
1640,Could be better.,2,1009,12
1641,Could be better.,5,3979,12
1642,Did not like it.,4,5838,12
1643,Very good quality.,2,3687,12
1644,Will buy again!,4,6876,12
1645,Very good quality.,1,4279,12
1646,Not bad.,1,3733,12
1647,Very good quality.,2,372,12
1648,Not bad.,2,6582,12
1649,Did not like it.,1,3804,12
1650,Very good quality.,4,1816,12
1651,Not bad.,3,1645,13
1652,Did not like it.,2,4357,13
1653,Will buy again!,5,6139,13
1654,Will buy again!,5,1598,13
1655,Excellent product!,4,2554,13
1656,Very good quality.,1,3480,13
1657,Very good quality.,3,3135,13
1658,Did not like it.,4,4687,13
1659,Could be better.,2,1549,13
1660,Will buy again!,1,6448,13
1661,Excellent product!,3,4509,13
1662,Could be better.,2,1561,13
1663,Very good quality.,2,4573,13
1664,Not bad.,2,3163,13
1665,Could be better.,2,806,13
1666,Excellent product!,5,3150,13
1667,Could be better.,5,4696,13
1668,Will buy again!,2,6617,13
1669,Very good quality.,4,4925,13
1670,Could be better.,2,941,13
1671,Not bad.,3,85,13
1672,Very good quality.,2,2418,13
1673,Excellent product!,3,1876,13
1674,Did not like it.,5,1164,13
1675,Not bad.,3,4666,13
1676,Excellent product!,2,3143,13
1677,Not bad.,4,3738,13
1678,Could be better.,5,2440,13
1679,Will buy again!,4,4065,13
1680,Not bad.,2,1768,13
1681,Could be better.,4,3408,13
1682,Not bad.,1,3182,13
1683,Not bad.,4,301,13
1684,Will buy again!,4,415,13
1685,Not bad.,4,5426,13
1686,Very good quality.,5,5500,13
1687,Excellent product!,4,5838,13
1688,Will buy again!,1,6102,13
1689,Did not like it.,1,4559,13
1690,Not bad.,3,6631,13
1691,Could be better.,2,1806,13
1692,Will buy again!,1,4412,13
1693,Will buy again!,1,4071,13
1694,Could be better.,5,2029,13
1695,Not bad.,2,1197,13
1696,Very good quality.,2,4197,13
1697,Excellent product!,2,1080,13
1698,Very good quality.,1,1360,13
1699,Very good quality.,2,6938,13
1700,Will buy again!,4,227,13
1701,Not bad.,4,856,13
1702,Very good quality.,3,4796,13
1703,Not bad.,3,3981,13
1704,Did not like it.,4,6942,13
1705,Could be better.,5,6394,13
1706,Not bad.,4,2348,13
1707,Did not like it.,4,6646,13
1708,Could be better.,5,6916,13
1709,Could be better.,5,1889,13
1710,Excellent product!,3,2499,13
1711,Could be better.,1,4423,13
1712,Will buy again!,3,2415,13
1713,Could be better.,4,5536,13
1714,Could be better.,5,3261,13
1715,Not bad.,5,1364,13
1716,Not bad.,3,1249,13
1717,Could be better.,1,1977,13
1718,Very good quality.,5,5610,13
1719,Excellent product!,4,6369,13
1720,Did not like it.,5,3799,13
1721,Very good quality.,3,4493,13
1722,Will buy again!,3,3370,13
1723,Very good quality.,4,1852,13
1724,Very good quality.,4,3105,13
1725,Excellent product!,2,4799,13
1726,Excellent product!,5,6081,13
1727,Could be better.,4,2143,13
1728,Not bad.,3,5786,13
1729,Will buy again!,4,4565,13
1730,Could be better.,3,6407,13
1731,Excellent product!,3,139,13
1732,Excellent product!,1,3164,13
1733,Did not like it.,4,4923,13
1734,Very good quality.,5,5933,13
1735,Very good quality.,2,5281,13
1736,Not bad.,2,915,13
1737,Very good quality.,2,5637,13
1738,Will buy again!,1,307,13
1739,Excellent product!,4,4102,13
1740,Will buy again!,5,4862,13
1741,Excellent product!,4,5340,13
1742,Will buy again!,5,766,13
1743,Did not like it.,4,2807,13
1744,Excellent product!,4,3052,13
1745,Excellent product!,1,4141,13
1746,Very good quality.,4,5298,13
1747,Did not like it.,2,4094,13
1748,Did not like it.,2,2634,13
1749,Did not like it.,1,5977,13
1750,Could be better.,4,4439,13
1751,Excellent product!,1,785,13
